user_id,product_id,product_name,category,purchase_date,rating
39968,102,Gaming Keyboard,Electronics,2024-05-05,1
34484,104,Noise Cancelling Headphones,Electronics,2024-10-27,5
44942,110,Smartphone,Electronics,2024-10-12,3
1039,105,Cookware Set,Home & Kitchen,2024-09-03,2
46897,107,Bookshelf,Furniture,2024-11-12,5
10338,110,Smartphone,Electronics,2023-07-01,3
44385,106,Yoga Mat,Fitness,2023-07-23,4
44337,104,Noise Cancelling Headphones,Electronics,2023-12-03,3
41439,101,Wireless Mouse,Electronics,2024-02-28,5
45156,108,LED Monitor,Electronics,2023-12-18,3
15546,102,Gaming Keyboard,Electronics,2024-05-26,5
27132,104,Noise Cancelling Headphones,Electronics,2023-12-06,3
41875,104,Noise Cancelling Headphones,Electronics,2023-06-08,1
23355,110,Smartphone,Electronics,2023-06-30,1
288,110,Smartphone,Electronics,2024-03-24,5
597,110,Smartphone,Electronics,2025-03-22,2
22408,105,Cookware Set,Home & Kitchen,2024-12-30,2
3385,104,Noise Cancelling Headphones,Electronics,2023-09-29,2
23170,106,Yoga Mat,Fitness,2025-04-22,3
27639,105,Cookware Set,Home & Kitchen,2023-11-14,5
13468,103,Office Chair,Furniture,2023-09-07,4
4082,108,LED Monitor,Electronics,2025-05-11,3
40572,102,Gaming Keyboard,Electronics,2025-05-22,5
32570,103,Office Chair,Furniture,2024-03-01,5
34639,104,Noise Cancelling Headphones,Electronics,2024-11-24,3
36023,103,Office Chair,Furniture,2025-04-19,4
49656,101,Wireless Mouse,Electronics,2024-12-13,4
32658,103,Office Chair,Furniture,2024-03-18,2
3661,102,Gaming Keyboard,Electronics,2024-06-18,4
40171,103,Office Chair,Furniture,2025-01-10,1
23256,101,Wireless Mouse,Electronics,2024-02-19,3
25535,106,Yoga Mat,Fitness,2023-06-13,4
24187,107,Bookshelf,Furniture,2024-12-26,2
40696,105,Cookware Set,Home & Kitchen,2024-10-27,1
4854,102,Gaming Keyboard,Electronics,2023-10-17,3
47225,106,Yoga Mat,Fitness,2024-03-08,5
37030,104,Noise Cancelling Headphones,Electronics,2024-06-16,2
8383,103,Office Chair,Furniture,2024-12-15,5
20449,106,Yoga Mat,Fitness,2025-03-20,4
13765,109,Sneakers,Footwear,2025-04-11,3
40086,102,Gaming Keyboard,Electronics,2024-08-01,3
15061,107,Bookshelf,Furniture,2025-01-16,4
10325,102,Gaming Keyboard,Electronics,2024-10-28,3
36212,103,Office Chair,Furniture,2025-03-13,5
40235,107,Bookshelf,Furniture,2024-09-18,4
11429,105,Cookware Set,Home & Kitchen,2023-12-01,5
19275,102,Gaming Keyboard,Electronics,2023-12-27,2
7090,105,Cookware Set,Home & Kitchen,2024-10-28,4
10117,104,Noise Cancelling Headphones,Electronics,2024-09-25,4
15481,109,Sneakers,Footwear,2023-12-22,3
29229,109,Sneakers,Footwear,2025-02-27,4
6495,102,Gaming Keyboard,Electronics,2025-03-28,4
29735,105,Cookware Set,Home & Kitchen,2023-06-13,3
34902,110,Smartphone,Electronics,2023-08-20,3
29133,103,Office Chair,Furniture,2024-07-29,2
33927,104,Noise Cancelling Headphones,Electronics,2024-07-03,4
38947,102,Gaming Keyboard,Electronics,2025-01-14,2
49083,105,Cookware Set,Home & Kitchen,2024-04-13,3
44445,110,Smartphone,Electronics,2024-06-26,3
12774,103,Office Chair,Furniture,2023-07-04,3
40586,103,Office Chair,Furniture,2025-05-15,1
22438,102,Gaming Keyboard,Electronics,2024-06-25,4
46826,104,Noise Cancelling Headphones,Electronics,2024-09-12,4
47272,107,Bookshelf,Furniture,2025-04-30,2
12459,107,Bookshelf,Furniture,2024-08-23,4
41612,108,LED Monitor,Electronics,2023-11-27,5
37473,101,Wireless Mouse,Electronics,2023-07-03,3
12560,107,Bookshelf,Furniture,2025-06-01,5
18949,104,Noise Cancelling Headphones,Electronics,2023-12-03,3
32983,104,Noise Cancelling Headphones,Electronics,2024-11-23,4
46770,107,Bookshelf,Furniture,2023-10-03,4
30484,102,Gaming Keyboard,Electronics,2024-05-09,5
3344,107,Bookshelf,Furniture,2024-10-15,3
19496,105,Cookware Set,Home & Kitchen,2024-10-09,1
27888,105,Cookware Set,Home & Kitchen,2024-08-10,3
11845,105,Cookware Set,Home & Kitchen,2023-11-13,3
20294,107,Bookshelf,Furniture,2025-01-02,3
18953,106,Yoga Mat,Fitness,2025-04-21,3
19889,103,Office Chair,Furniture,2024-03-19,3
48754,108,LED Monitor,Electronics,2024-07-02,3
35135,104,Noise Cancelling Headphones,Electronics,2024-08-30,3
28262,110,Smartphone,Electronics,2025-02-23,4
1377,109,Sneakers,Footwear,2024-04-30,1
27129,104,Noise Cancelling Headphones,Electronics,2023-10-24,4
7621,105,Cookware Set,Home & Kitchen,2024-02-01,2
47229,109,Sneakers,Footwear,2024-07-01,2
22431,109,Sneakers,Footwear,2024-04-20,1
1073,104,Noise Cancelling Headphones,Electronics,2025-01-24,4
44888,109,Sneakers,Footwear,2025-03-29,2
42256,108,LED Monitor,Electronics,2023-09-06,5
27317,106,Yoga Mat,Fitness,2023-08-27,1
8191,107,Bookshelf,Furniture,2024-09-13,3
43853,101,Wireless Mouse,Electronics,2023-09-06,3
37423,104,Noise Cancelling Headphones,Electronics,2023-10-31,2
20654,101,Wireless Mouse,Electronics,2024-01-15,1
3495,103,Office Chair,Furniture,2023-08-29,4
8841,107,Bookshelf,Furniture,2025-05-13,4
606,103,Office Chair,Furniture,2024-11-23,5
46953,109,Sneakers,Footwear,2024-09-08,4
32705,102,Gaming Keyboard,Electronics,2023-08-15,4
31469,106,Yoga Mat,Fitness,2023-08-17,3
5485,104,Noise Cancelling Headphones,Electronics,2024-03-17,5
2393,104,Noise Cancelling Headphones,Electronics,2024-12-10,3
37887,103,Office Chair,Furniture,2023-09-05,5
32948,103,Office Chair,Furniture,2025-03-02,2
3576,104,Noise Cancelling Headphones,Electronics,2024-01-23,1
49049,105,Cookware Set,Home & Kitchen,2023-08-22,1
33010,102,Gaming Keyboard,Electronics,2024-01-25,3
5706,107,Bookshelf,Furniture,2023-09-27,5
26646,109,Sneakers,Footwear,2024-11-24,1
29990,102,Gaming Keyboard,Electronics,2023-12-11,5
7684,106,Yoga Mat,Fitness,2024-10-21,1
20177,109,Sneakers,Footwear,2024-11-29,5
8926,108,LED Monitor,Electronics,2024-07-14,2
3245,104,Noise Cancelling Headphones,Electronics,2023-10-17,2
30411,108,LED Monitor,Electronics,2025-04-08,3
11509,102,Gaming Keyboard,Electronics,2024-08-19,1
36881,108,LED Monitor,Electronics,2024-07-31,4
21945,104,Noise Cancelling Headphones,Electronics,2023-11-11,3
22944,101,Wireless Mouse,Electronics,2025-05-23,1
43929,103,Office Chair,Furniture,2025-02-03,5
33404,104,Noise Cancelling Headphones,Electronics,2024-03-23,4
24828,105,Cookware Set,Home & Kitchen,2024-04-09,5
17888,107,Bookshelf,Furniture,2024-08-16,4
15162,106,Yoga Mat,Fitness,2024-01-08,4
23981,107,Bookshelf,Furniture,2023-08-04,3
20581,101,Wireless Mouse,Electronics,2023-09-30,5
15616,104,Noise Cancelling Headphones,Electronics,2025-04-14,2
4283,105,Cookware Set,Home & Kitchen,2023-06-21,3
26276,103,Office Chair,Furniture,2024-02-04,5
16692,104,Noise Cancelling Headphones,Electronics,2023-09-11,4
11421,109,Sneakers,Footwear,2025-03-01,1
5029,103,Office Chair,Furniture,2023-06-22,4
37931,105,Cookware Set,Home & Kitchen,2024-05-26,5
7758,108,LED Monitor,Electronics,2024-12-31,2
1748,101,Wireless Mouse,Electronics,2024-08-30,3
15119,101,Wireless Mouse,Electronics,2024-11-25,2
26982,104,Noise Cancelling Headphones,Electronics,2025-04-24,3
35738,101,Wireless Mouse,Electronics,2025-03-04,4
17395,105,Cookware Set,Home & Kitchen,2024-09-14,2
3053,108,LED Monitor,Electronics,2024-08-25,5
28483,110,Smartphone,Electronics,2024-04-25,4
21909,108,LED Monitor,Electronics,2024-08-23,4
33929,108,LED Monitor,Electronics,2025-04-20,5
11620,104,Noise Cancelling Headphones,Electronics,2025-04-28,3
34656,110,Smartphone,Electronics,2023-12-19,1
38534,105,Cookware Set,Home & Kitchen,2024-10-30,3
47826,101,Wireless Mouse,Electronics,2024-03-04,4
25292,109,Sneakers,Footwear,2024-11-18,2
20002,104,Noise Cancelling Headphones,Electronics,2023-07-16,3
8967,104,Noise Cancelling Headphones,Electronics,2024-04-21,5
32823,104,Noise Cancelling Headphones,Electronics,2023-07-03,3
38881,106,Yoga Mat,Fitness,2025-02-04,1
41577,102,Gaming Keyboard,Electronics,2023-07-30,5
47351,106,Yoga Mat,Fitness,2024-12-12,2
32327,109,Sneakers,Footwear,2024-10-30,4
31993,110,Smartphone,Electronics,2024-08-30,3
10012,105,Cookware Set,Home & Kitchen,2023-07-10,4
15870,105,Cookware Set,Home & Kitchen,2024-04-05,2
35689,106,Yoga Mat,Fitness,2025-04-09,2
8067,103,Office Chair,Furniture,2023-07-12,4
1973,104,Noise Cancelling Headphones,Electronics,2024-01-14,3
11708,108,LED Monitor,Electronics,2024-05-06,5
43315,107,Bookshelf,Furniture,2023-10-14,5
11825,103,Office Chair,Furniture,2024-06-30,1
41160,104,Noise Cancelling Headphones,Electronics,2024-07-09,1
22426,102,Gaming Keyboard,Electronics,2023-12-01,4
32696,108,LED Monitor,Electronics,2024-05-06,4
45497,104,Noise Cancelling Headphones,Electronics,2025-05-30,2
26064,107,Bookshelf,Furniture,2024-01-13,2
21554,109,Sneakers,Footwear,2025-04-14,4
11410,109,Sneakers,Footwear,2025-05-14,5
1429,108,LED Monitor,Electronics,2024-06-23,5
27320,108,LED Monitor,Electronics,2024-04-30,4
47057,110,Smartphone,Electronics,2025-01-11,1
27830,107,Bookshelf,Furniture,2025-06-03,2
26200,106,Yoga Mat,Fitness,2023-12-26,2
39188,109,Sneakers,Footwear,2025-02-27,5
16096,102,Gaming Keyboard,Electronics,2024-09-13,2
43837,108,LED Monitor,Electronics,2024-11-29,3
31510,108,LED Monitor,Electronics,2024-06-18,2
12661,103,Office Chair,Furniture,2023-09-06,4
34271,103,Office Chair,Furniture,2024-08-02,4
11488,110,Smartphone,Electronics,2024-05-03,5
36299,101,Wireless Mouse,Electronics,2024-11-05,2
30608,106,Yoga Mat,Fitness,2024-09-13,2
31971,105,Cookware Set,Home & Kitchen,2024-07-23,5
40223,102,Gaming Keyboard,Electronics,2024-06-27,5
18152,108,LED Monitor,Electronics,2024-03-07,3
19433,108,LED Monitor,Electronics,2024-11-12,1
13328,106,Yoga Mat,Fitness,2024-01-07,1
11183,101,Wireless Mouse,Electronics,2025-03-18,4
7699,102,Gaming Keyboard,Electronics,2024-05-14,1
3863,104,Noise Cancelling Headphones,Electronics,2024-02-29,1
6319,103,Office Chair,Furniture,2025-04-28,1
37776,104,Noise Cancelling Headphones,Electronics,2025-04-22,2
24146,105,Cookware Set,Home & Kitchen,2024-06-11,2
46271,104,Noise Cancelling Headphones,Electronics,2025-05-19,3
13457,109,Sneakers,Footwear,2023-08-27,3
12522,107,Bookshelf,Furniture,2024-01-21,5
46568,105,Cookware Set,Home & Kitchen,2023-11-22,5
23136,109,Sneakers,Footwear,2023-11-04,3
21660,106,Yoga Mat,Fitness,2023-09-24,3
28976,106,Yoga Mat,Fitness,2023-09-22,4
5098,103,Office Chair,Furniture,2024-07-16,5
13845,107,Bookshelf,Furniture,2025-01-29,5
34873,107,Bookshelf,Furniture,2024-02-18,3
22561,103,Office Chair,Furniture,2025-02-13,1
35240,107,Bookshelf,Furniture,2024-09-11,4
46938,106,Yoga Mat,Fitness,2024-09-27,2
15374,103,Office Chair,Furniture,2023-08-14,3
14255,107,Bookshelf,Furniture,2023-08-01,2
48501,107,Bookshelf,Furniture,2024-06-17,1
1104,108,LED Monitor,Electronics,2025-01-06,1
27798,103,Office Chair,Furniture,2025-05-07,3
17164,108,LED Monitor,Electronics,2025-04-27,2
12677,110,Smartphone,Electronics,2023-06-10,2
9526,101,Wireless Mouse,Electronics,2024-03-22,4
2268,104,Noise Cancelling Headphones,Electronics,2024-09-11,4
48733,102,Gaming Keyboard,Electronics,2025-01-19,4
44956,107,Bookshelf,Furniture,2024-07-15,2
33899,104,Noise Cancelling Headphones,Electronics,2023-08-26,1
16532,102,Gaming Keyboard,Electronics,2024-03-29,5
41746,108,LED Monitor,Electronics,2025-05-11,4
36162,103,Office Chair,Furniture,2023-08-15,3
33233,108,LED Monitor,Electronics,2025-04-18,4
11766,101,Wireless Mouse,Electronics,2025-05-19,4
36799,105,Cookware Set,Home & Kitchen,2025-01-10,2
10803,102,Gaming Keyboard,Electronics,2023-06-11,1
25959,110,Smartphone,Electronics,2023-07-27,3
9348,103,Office Chair,Furniture,2025-04-26,4
33977,108,LED Monitor,Electronics,2025-04-07,1
14982,102,Gaming Keyboard,Electronics,2024-01-15,3
22555,105,Cookware Set,Home & Kitchen,2023-09-13,5
34827,109,Sneakers,Footwear,2023-11-13,3
42118,105,Cookware Set,Home & Kitchen,2024-06-06,3
29192,101,Wireless Mouse,Electronics,2025-02-23,3
8669,109,Sneakers,Footwear,2025-04-07,3
15376,110,Smartphone,Electronics,2024-03-12,3
46823,110,Smartphone,Electronics,2024-08-04,5
49789,105,Cookware Set,Home & Kitchen,2024-04-15,2
23769,103,Office Chair,Furniture,2025-04-27,4
6299,107,Bookshelf,Furniture,2024-11-26,3
41807,101,Wireless Mouse,Electronics,2025-01-14,2
27021,104,Noise Cancelling Headphones,Electronics,2024-01-10,4
1390,107,Bookshelf,Furniture,2024-07-22,5
46689,103,Office Chair,Furniture,2023-08-06,1
38974,109,Sneakers,Footwear,2023-08-01,4
39951,107,Bookshelf,Furniture,2025-05-11,2
20506,104,Noise Cancelling Headphones,Electronics,2024-02-10,3
26485,107,Bookshelf,Furniture,2025-04-16,3
41808,109,Sneakers,Footwear,2024-05-23,5
4391,108,LED Monitor,Electronics,2024-06-07,4
33011,101,Wireless Mouse,Electronics,2024-05-24,2
40390,104,Noise Cancelling Headphones,Electronics,2023-09-23,2
30178,102,Gaming Keyboard,Electronics,2025-01-22,1
47194,101,Wireless Mouse,Electronics,2025-02-15,2
36748,108,LED Monitor,Electronics,2025-05-27,2
18312,110,Smartphone,Electronics,2024-08-29,2
15762,109,Sneakers,Footwear,2023-08-17,1
29929,110,Smartphone,Electronics,2024-05-09,5
41451,107,Bookshelf,Furniture,2023-08-18,2
23252,101,Wireless Mouse,Electronics,2024-10-26,3
2515,106,Yoga Mat,Fitness,2024-07-29,4
69,106,Yoga Mat,Fitness,2023-08-21,4
8511,106,Yoga Mat,Fitness,2023-07-21,4
36325,102,Gaming Keyboard,Electronics,2023-08-14,3
44885,108,LED Monitor,Electronics,2024-09-12,1
24199,106,Yoga Mat,Fitness,2024-09-20,5
47641,102,Gaming Keyboard,Electronics,2024-09-02,4
25937,101,Wireless Mouse,Electronics,2024-12-29,1
36411,108,LED Monitor,Electronics,2024-09-24,1
48575,110,Smartphone,Electronics,2023-09-01,3
3660,106,Yoga Mat,Fitness,2023-06-27,1
42240,106,Yoga Mat,Fitness,2024-09-26,2
31979,103,Office Chair,Furniture,2024-12-02,1
33137,110,Smartphone,Electronics,2024-08-02,3
10961,103,Office Chair,Furniture,2024-08-23,2
24035,110,Smartphone,Electronics,2025-03-30,2
38592,107,Bookshelf,Furniture,2024-06-30,4
25257,102,Gaming Keyboard,Electronics,2024-10-26,2
43458,102,Gaming Keyboard,Electronics,2024-06-25,2
22335,105,Cookware Set,Home & Kitchen,2024-01-14,3
39642,106,Yoga Mat,Fitness,2024-02-29,3
8281,109,Sneakers,Footwear,2024-03-19,1
17518,109,Sneakers,Footwear,2023-07-04,2
31821,109,Sneakers,Footwear,2023-12-22,1
26610,106,Yoga Mat,Fitness,2024-04-17,1
24691,107,Bookshelf,Furniture,2024-08-18,1
18540,101,Wireless Mouse,Electronics,2025-03-14,3
43186,102,Gaming Keyboard,Electronics,2024-09-04,3
4914,103,Office Chair,Furniture,2023-06-28,5
983,108,LED Monitor,Electronics,2024-02-03,5
49069,103,Office Chair,Furniture,2025-01-02,3
11202,101,Wireless Mouse,Electronics,2024-07-28,3
13500,105,Cookware Set,Home & Kitchen,2025-03-16,4
39696,109,Sneakers,Footwear,2023-08-08,4
22033,101,Wireless Mouse,Electronics,2023-06-20,1
18108,109,Sneakers,Footwear,2023-10-12,2
9054,109,Sneakers,Footwear,2024-05-19,5
46877,110,Smartphone,Electronics,2024-12-15,1
21747,103,Office Chair,Furniture,2024-06-17,5
40163,109,Sneakers,Footwear,2023-07-17,2
17761,107,Bookshelf,Furniture,2025-04-15,2
34462,106,Yoga Mat,Fitness,2025-02-25,5
9244,101,Wireless Mouse,Electronics,2024-08-17,5
25073,110,Smartphone,Electronics,2023-11-06,1
33913,110,Smartphone,Electronics,2025-04-03,5
20470,104,Noise Cancelling Headphones,Electronics,2024-01-18,2
1939,110,Smartphone,Electronics,2023-09-06,2
28167,108,LED Monitor,Electronics,2024-10-05,1
47891,106,Yoga Mat,Fitness,2024-02-02,3
35229,108,LED Monitor,Electronics,2024-02-13,4
17080,109,Sneakers,Footwear,2023-11-09,5
30502,107,Bookshelf,Furniture,2024-10-16,4
16797,108,LED Monitor,Electronics,2024-07-29,3
30312,109,Sneakers,Footwear,2024-05-01,3
20027,101,Wireless Mouse,Electronics,2024-05-30,3
49774,105,Cookware Set,Home & Kitchen,2024-10-16,5
43781,108,LED Monitor,Electronics,2023-10-11,3
18892,110,Smartphone,Electronics,2023-08-25,3
41957,107,Bookshelf,Furniture,2023-08-13,3
14956,104,Noise Cancelling Headphones,Electronics,2023-06-10,1
40777,103,Office Chair,Furniture,2024-04-09,5
14941,102,Gaming Keyboard,Electronics,2023-08-10,5
26286,110,Smartphone,Electronics,2024-08-10,1
8425,102,Gaming Keyboard,Electronics,2024-05-16,4
20789,107,Bookshelf,Furniture,2023-08-22,5
19589,101,Wireless Mouse,Electronics,2025-02-18,2
1021,104,Noise Cancelling Headphones,Electronics,2024-03-12,3
25078,105,Cookware Set,Home & Kitchen,2024-05-20,1
5562,102,Gaming Keyboard,Electronics,2024-07-05,3
19551,101,Wireless Mouse,Electronics,2025-02-11,3
20187,101,Wireless Mouse,Electronics,2024-12-30,1
2937,105,Cookware Set,Home & Kitchen,2023-07-22,3
41045,102,Gaming Keyboard,Electronics,2024-02-15,1
30730,102,Gaming Keyboard,Electronics,2023-06-07,2
27890,101,Wireless Mouse,Electronics,2023-08-03,2
45223,103,Office Chair,Furniture,2023-12-31,3
44703,107,Bookshelf,Furniture,2025-04-22,4
47670,110,Smartphone,Electronics,2024-08-18,3
27542,103,Office Chair,Furniture,2023-11-15,3
15348,104,Noise Cancelling Headphones,Electronics,2023-11-16,3
32026,106,Yoga Mat,Fitness,2025-05-25,3
30246,109,Sneakers,Footwear,2025-02-25,3
45346,108,LED Monitor,Electronics,2023-12-10,3
24647,109,Sneakers,Footwear,2024-07-29,4
43054,108,LED Monitor,Electronics,2023-11-03,3
34155,105,Cookware Set,Home & Kitchen,2025-03-30,3
22650,104,Noise Cancelling Headphones,Electronics,2024-09-22,3
22009,110,Smartphone,Electronics,2024-11-15,1
38618,102,Gaming Keyboard,Electronics,2023-09-09,3
30399,103,Office Chair,Furniture,2024-12-09,5
21400,101,Wireless Mouse,Electronics,2024-01-19,3
21063,109,Sneakers,Footwear,2023-09-19,4
33036,102,Gaming Keyboard,Electronics,2023-07-10,1
27725,102,Gaming Keyboard,Electronics,2024-09-13,3
29001,110,Smartphone,Electronics,2025-05-17,5
27348,106,Yoga Mat,Fitness,2023-10-15,4
34143,109,Sneakers,Footwear,2024-01-27,5
37357,102,Gaming Keyboard,Electronics,2025-03-07,2
23299,102,Gaming Keyboard,Electronics,2024-10-11,5
11041,101,Wireless Mouse,Electronics,2023-07-28,4
17681,108,LED Monitor,Electronics,2024-03-18,3
46137,110,Smartphone,Electronics,2024-10-05,2
1968,106,Yoga Mat,Fitness,2023-12-17,3
9373,104,Noise Cancelling Headphones,Electronics,2024-02-04,4
45756,107,Bookshelf,Furniture,2023-07-09,3
21597,101,Wireless Mouse,Electronics,2023-12-11,2
39204,108,LED Monitor,Electronics,2024-08-02,4
12791,105,Cookware Set,Home & Kitchen,2023-10-12,4
23097,103,Office Chair,Furniture,2025-06-01,1
24056,109,Sneakers,Footwear,2024-09-20,2
11867,102,Gaming Keyboard,Electronics,2024-08-24,2
14224,101,Wireless Mouse,Electronics,2025-03-04,5
42720,110,Smartphone,Electronics,2025-03-02,5
47157,107,Bookshelf,Furniture,2023-12-29,1
26341,102,Gaming Keyboard,Electronics,2024-05-02,1
15847,102,Gaming Keyboard,Electronics,2025-04-05,5
21526,106,Yoga Mat,Fitness,2024-09-12,4
17330,108,LED Monitor,Electronics,2023-06-12,3
29261,108,LED Monitor,Electronics,2024-07-23,4
26209,103,Office Chair,Furniture,2023-11-02,1
42781,102,Gaming Keyboard,Electronics,2024-08-18,4
20394,108,LED Monitor,Electronics,2024-01-18,4
16948,106,Yoga Mat,Fitness,2024-05-14,4
48459,110,Smartphone,Electronics,2025-03-10,4
22899,108,LED Monitor,Electronics,2023-08-22,2
7076,103,Office Chair,Furniture,2024-02-29,3
22774,105,Cookware Set,Home & Kitchen,2024-12-25,3
4953,106,Yoga Mat,Fitness,2024-06-05,4
42318,105,Cookware Set,Home & Kitchen,2024-12-28,1
44516,106,Yoga Mat,Fitness,2024-03-04,1
43237,107,Bookshelf,Furniture,2025-04-03,4
2153,107,Bookshelf,Furniture,2024-08-06,1
43283,107,Bookshelf,Furniture,2023-09-18,2
9579,105,Cookware Set,Home & Kitchen,2023-06-07,2
40765,107,Bookshelf,Furniture,2024-09-12,4
31054,104,Noise Cancelling Headphones,Electronics,2024-11-19,1
22801,109,Sneakers,Footwear,2025-04-22,1
22677,101,Wireless Mouse,Electronics,2023-09-14,5
16578,105,Cookware Set,Home & Kitchen,2023-09-15,5
3651,110,Smartphone,Electronics,2023-06-09,1
34306,104,Noise Cancelling Headphones,Electronics,2024-06-04,5
43252,102,Gaming Keyboard,Electronics,2025-05-15,5
2986,104,Noise Cancelling Headphones,Electronics,2024-01-08,1
11189,105,Cookware Set,Home & Kitchen,2024-08-06,3
25428,109,Sneakers,Footwear,2024-05-30,4
40082,108,LED Monitor,Electronics,2024-12-16,4
39896,107,Bookshelf,Furniture,2024-02-09,4
49413,108,LED Monitor,Electronics,2023-11-30,3
27651,104,Noise Cancelling Headphones,Electronics,2024-12-18,4
8799,102,Gaming Keyboard,Electronics,2025-04-21,5
43037,103,Office Chair,Furniture,2024-07-26,4
49493,101,Wireless Mouse,Electronics,2024-07-27,5
39923,101,Wireless Mouse,Electronics,2023-11-15,4
10163,108,LED Monitor,Electronics,2024-05-01,2
30673,106,Yoga Mat,Fitness,2025-01-12,1
42167,106,Yoga Mat,Fitness,2024-04-01,5
44167,103,Office Chair,Furniture,2023-12-12,2
35323,110,Smartphone,Electronics,2023-06-21,5
27508,104,Noise Cancelling Headphones,Electronics,2023-10-28,5
44658,110,Smartphone,Electronics,2023-09-13,4
39828,110,Smartphone,Electronics,2024-04-04,2
563,102,Gaming Keyboard,Electronics,2023-09-30,5
27293,103,Office Chair,Furniture,2024-09-17,3
7428,101,Wireless Mouse,Electronics,2025-01-22,2
44050,109,Sneakers,Footwear,2025-01-15,1
41614,105,Cookware Set,Home & Kitchen,2024-10-12,5
42016,103,Office Chair,Furniture,2023-07-09,4
39215,102,Gaming Keyboard,Electronics,2024-06-25,4
5360,101,Wireless Mouse,Electronics,2023-10-24,2
11620,102,Gaming Keyboard,Electronics,2023-10-22,5
40496,108,LED Monitor,Electronics,2024-06-20,5
5253,104,Noise Cancelling Headphones,Electronics,2023-09-28,1
15077,105,Cookware Set,Home & Kitchen,2025-04-14,5
49257,108,LED Monitor,Electronics,2024-05-30,2
17609,107,Bookshelf,Furniture,2023-09-12,2
11525,109,Sneakers,Footwear,2024-06-26,5
19953,109,Sneakers,Footwear,2025-02-18,3
49667,104,Noise Cancelling Headphones,Electronics,2025-01-18,5
15378,105,Cookware Set,Home & Kitchen,2024-07-28,3
27866,103,Office Chair,Furniture,2023-08-29,2
21424,102,Gaming Keyboard,Electronics,2024-10-19,1
48245,104,Noise Cancelling Headphones,Electronics,2024-12-31,1
16073,105,Cookware Set,Home & Kitchen,2024-05-23,1
45418,110,Smartphone,Electronics,2023-08-08,2
49437,109,Sneakers,Footwear,2025-01-09,2
6431,110,Smartphone,Electronics,2024-11-20,4
23518,104,Noise Cancelling Headphones,Electronics,2024-01-30,5
23267,106,Yoga Mat,Fitness,2025-05-11,1
40084,106,Yoga Mat,Fitness,2023-12-31,3
30483,109,Sneakers,Footwear,2023-07-14,1
39818,102,Gaming Keyboard,Electronics,2024-05-30,5
37513,110,Smartphone,Electronics,2024-06-06,5
42616,107,Bookshelf,Furniture,2023-07-07,1
837,106,Yoga Mat,Fitness,2023-07-30,3
6286,105,Cookware Set,Home & Kitchen,2024-12-01,3
19894,110,Smartphone,Electronics,2025-03-06,1
