customer_id,login_frequency,avg_session_time,complaints_raised,last_purchase_days_ago,total_purchases,is_churned
170,27,25.11,3,29,16,0
171,9,18.46,2,312,43,0
172,15,12.0,0,161,12,0
173,30,26.31,1,352,37,0
174,19,18.16,1,263,14,0
175,9,29.85,0,83,6,0
176,15,17.3,0,345,35,1
177,2,19.03,3,68,39,0
178,11,21.76,3,303,27,0
179,12,7.17,0,314,16,0
180,23,17.68,2,74,37,0
181,11,28.16,0,275,12,1
182,28,21.54,1,65,39,0
183,12,14.6,2,291,14,0
184,17,19.67,1,299,3,0
185,3,7.89,1,162,35,0
186,18,12.79,2,180,31,0
187,15,4.99,0,78,31,0
188,13,18.28,0,13,21,0
189,13,28.44,1,278,26,0
190,14,25.19,1,218,34,0
191,20,4.63,3,243,7,0
192,10,5.17,3,315,47,0
193,25,18.16,1,389,19,0
194,8,28.22,0,158,11,0
195,4,20.64,0,68,14,0
196,11,7.99,0,2,27,0
197,14,24.7,0,219,42,0
198,28,19.35,2,282,32,0
199,13,29.53,3,56,46,0
200,11,4.38,0,255,34,0
201,9,27.81,1,288,37,0
202,21,7.02,0,342,23,0
203,22,22.71,1,321,7,0
204,23,10.35,1,179,9,1
205,14,12.44,1,171,2,0
206,8,15.49,1,192,31,0
207,29,25.27,1,323,13,0
208,26,20.46,0,142,25,0
209,24,17.83,3,65,22,0
210,9,3.67,3,98,30,0
211,26,17.31,1,311,49,0
212,20,8.85,0,125,29,0
213,6,28.72,2,343,24,1
214,17,9.79,3,376,36,0
215,21,14.12,0,360,50,0
216,12,4.12,2,111,44,0
217,28,11.75,1,3,22,0
218,3,27.76,0,356,29,0
219,9,19.64,2,328,38,0
220,11,23.51,3,309,7,0
221,27,7.15,0,183,44,0
222,28,2.59,0,274,36,0
223,4,3.67,0,375,33,0
224,15,24.63,2,200,12,0
225,28,28.07,3,276,46,0
226,21,7.18,3,45,26,1
227,16,3.98,0,217,11,0
228,17,15.01,2,117,33,1
229,17,11.26,1,390,34,0
230,6,5.28,0,225,36,1
231,7,14.43,0,325,39,0
232,7,23.84,0,226,36,0
233,13,21.5,1,196,34,0
234,6,16.83,3,161,17,0
235,13,9.55,1,100,26,0
236,28,28.32,2,322,20,0
237,10,20.79,3,20,8,0
238,18,9.86,0,307,36,0
239,3,18.74,2,291,44,0
240,9,20.79,1,391,22,0
241,9,3.3,1,147,14,0
242,26,2.03,1,279,36,0
243,17,29.61,0,58,46,0
244,1,28.04,0,374,35,0
245,4,17.65,0,375,6,0
246,2,6.09,0,44,36,0
247,24,7.34,2,369,1,0
248,14,21.19,1,193,50,0
249,19,16.23,2,80,36,0
250,18,25.02,0,145,27,0
251,30,26.17,2,120,16,0
252,29,10.55,1,301,36,0
253,13,10.93,3,158,29,0
254,29,13.67,1,125,21,1
255,23,24.02,1,45,38,0
256,28,3.61,2,31,50,1
257,20,13.6,3,265,11,1
258,15,28.61,3,318,42,0
259,27,21.19,0,126,11,1
260,29,26.3,3,159,4,0
261,13,29.54,3,390,32,0
262,12,15.8,3,91,48,0
263,16,26.99,2,379,48,0
264,27,16.12,1,310,23,0
265,29,18.96,1,369,23,0
266,30,3.81,0,257,35,0
267,12,10.96,2,235,5,0
268,29,13.35,2,286,25,1
269,30,26.48,3,273,44,0
270,30,7.81,0,368,19,0
271,5,4.99,0,107,32,0
272,1,26.07,1,108,22,0
273,2,6.86,1,316,37,0
274,20,20.14,1,65,50,0
275,15,10.46,1,201,26,0
276,24,22.1,0,54,39,0
277,27,24.29,2,37,13,0
278,22,29.41,3,176,36,1
279,23,6.27,0,344,49,0
280,10,20.38,1,294,33,0
281,21,25.62,1,227,2,0
282,16,11.64,2,211,27,0
283,7,9.51,0,71,6,0
284,25,9.5,3,270,18,0
285,14,28.66,0,171,33,0
286,21,24.8,0,328,1,0
287,25,14.12,2,56,35,1
288,25,24.84,2,388,5,0
289,25,27.91,2,54,4,0
290,14,9.01,3,290,5,1
291,7,22.53,3,141,33,0
292,23,27.37,0,64,2,0
293,18,26.01,2,218,24,1
294,21,4.49,3,32,10,0
295,4,9.89,0,11,42,0
296,24,13.92,2,148,21,0
297,22,24.07,0,370,17,0
298,1,24.63,0,313,27,0
299,28,9.5,3,235,46,0
300,11,18.9,0,131,27,0
301,14,10.04,0,282,3,0
302,25,15.41,2,200,8,1
303,3,13.64,1,356,48,0
304,28,13.39,1,164,23,0
305,5,9.81,0,268,42,0
306,11,22.04,1,246,11,0
307,28,3.47,0,370,35,0
308,21,15.68,2,331,44,0
309,7,11.25,0,57,11,0
310,14,3.07,3,273,5,0
311,10,10.64,2,252,48,0
312,30,16.86,3,147,10,0
313,28,7.48,2,398,45,0
314,29,5.66,0,149,15,1
315,4,5.13,3,71,11,0
316,1,20.73,1,88,37,0
317,16,16.5,2,363,21,0
318,24,7.86,0,377,8,0
319,4,2.01,3,176,42,0
320,7,4.94,0,159,18,0
321,29,3.89,0,102,2,0
322,30,22.51,1,371,17,0
323,1,2.71,0,259,26,0
324,2,9.36,2,190,24,0
325,29,15.48,3,387,34,0
326,9,16.18,3,222,38,0
327,23,19.37,3,154,50,0
328,5,25.16,3,206,8,1
329,9,26.41,3,23,28,0
330,15,7.14,2,173,19,0
331,28,26.15,3,290,36,0
332,15,25.9,1,112,11,0
333,23,21.16,2,59,21,1
334,12,25.95,0,185,17,0
335,5,5.23,3,131,18,0
336,9,21.91,2,338,35,0
337,18,15.76,1,175,19,0
338,3,8.48,3,280,27,0
339,22,5.34,3,102,13,0
340,15,16.87,2,325,4,0
341,16,8.76,2,331,49,0
342,24,28.69,2,367,38,0
343,5,11.18,1,67,9,1
344,15,15.98,2,328,18,0
345,29,5.05,2,400,7,0
346,14,9.85,2,269,18,0
347,26,10.22,2,188,16,0
348,24,3.94,2,76,36,0
349,13,3.72,1,132,42,0
350,21,14.95,1,246,1,0
351,14,2.58,2,386,42,0
352,8,19.99,3,381,23,0
353,24,16.28,2,372,14,0
354,22,27.78,1,289,43,0
355,10,12.19,2,121,30,0
356,21,10.0,0,332,3,0
357,6,15.88,3,85,33,0
358,2,10.03,1,70,17,1
359,29,28.93,2,316,38,0
360,29,29.75,0,77,37,0
361,28,18.69,0,347,49,1
362,24,29.15,0,295,19,0
363,24,9.74,1,241,41,0
364,12,11.49,3,193,39,0
365,13,19.33,2,80,34,0
366,1,29.74,1,67,42,0
367,12,14.87,1,290,31,0
368,4,27.76,2,331,9,0
369,11,7.94,3,60,44,0
370,6,13.66,2,177,36,0
371,30,23.11,2,196,12,0
372,6,17.5,2,131,12,0
373,5,27.39,0,276,39,0
374,11,6.88,0,85,49,0
375,28,7.99,0,373,10,0
376,8,14.47,1,116,18,0
377,1,15.14,2,308,40,0
378,10,5.46,3,41,24,0
379,14,18.18,1,105,32,0
380,22,14.65,0,365,29,0
381,5,5.57,1,50,20,1
382,6,29.83,2,367,36,0
383,4,7.27,2,301,41,0
384,16,26.48,3,187,5,0
385,25,25.76,2,384,40,0
386,19,18.09,3,213,25,0
387,28,10.72,1,175,15,0
388,4,12.35,3,149,7,0
389,30,10.96,2,202,39,0
390,27,17.71,1,244,45,0
391,22,17.19,2,243,39,1
392,17,27.44,0,258,30,0
393,29,20.24,0,93,45,0
394,8,24.61,0,126,35,0
395,7,22.52,1,291,7,0
396,30,20.39,1,305,43,1
397,19,14.02,3,194,33,0
398,21,4.5,2,169,3,1
399,15,21.7,1,299,6,0
400,4,26.78,0,147,8,0
401,17,17.42,2,242,31,1
402,18,5.93,1,32,3,0
403,24,22.13,0,172,2,0
404,27,19.37,3,240,31,0
405,3,5.08,2,306,13,0
406,17,12.44,3,197,21,0
407,25,12.28,1,97,45,0
408,9,11.92,1,354,2,0
409,1,11.74,3,8,44,1
410,15,14.57,2,217,26,0
411,30,22.5,0,70,12,1
412,10,2.94,2,169,33,0
413,24,10.11,2,42,39,0
414,10,5.16,0,241,3,0
415,5,10.53,2,247,14,0
416,11,8.85,3,87,15,0
417,30,16.79,3,258,27,0
418,9,26.69,1,99,37,0
419,25,17.58,3,195,17,1
420,8,8.74,2,280,39,0
421,17,3.7,1,180,47,0
422,19,23.83,2,306,19,1
423,15,26.9,2,260,10,0
424,17,6.8,2,195,5,0
425,3,25.42,0,59,36,1
426,4,20.19,1,151,48,0
427,17,25.76,1,121,45,0
428,3,4.59,2,180,19,0
429,14,27.64,3,107,13,0
430,6,13.63,2,172,10,0
431,28,3.33,0,173,46,0
432,4,12.95,1,362,16,0
433,25,5.66,1,322,42,0
434,13,21.8,1,105,9,0
435,28,17.44,2,340,38,0
436,14,22.88,1,389,29,0
437,26,17.73,1,77,25,0
438,20,7.95,3,40,47,1
439,30,24.04,0,398,49,0
440,9,23.05,0,267,41,1
441,23,28.72,0,304,48,0
442,16,8.5,2,384,5,0
443,2,27.57,3,295,27,0
444,6,18.1,1,21,17,0
445,11,4.37,3,290,30,0
446,6,25.1,3,85,9,0
447,9,27.46,0,354,16,0
448,15,9.7,1,92,19,0
449,29,6.34,0,291,13,0
450,27,20.43,0,340,50,0
451,28,15.96,3,236,39,0
452,8,6.15,1,119,14,1
453,7,13.82,3,12,36,0
454,17,4.5,0,159,42,0
455,27,21.09,3,251,6,0
456,5,6.78,3,375,40,1
457,29,14.58,2,37,6,0
458,5,25.15,0,303,18,0
459,19,3.57,3,233,29,0
460,24,24.54,0,394,2,0
461,11,12.69,2,394,24,0
462,4,18.33,1,214,50,1
463,13,9.89,2,50,21,0
464,8,29.74,0,360,31,1
465,9,18.81,0,28,38,0
466,15,15.74,1,364,30,0
467,21,18.34,0,378,16,0
468,13,17.0,0,166,30,0
469,8,13.14,2,285,6,0
470,23,28.86,0,91,35,0
471,7,5.04,0,114,50,0
472,9,5.36,1,198,39,0
473,22,12.71,3,108,23,0
474,7,19.5,2,8,13,0
475,9,17.51,0,223,1,0
476,27,8.74,0,344,41,1
477,20,20.69,3,381,38,0
478,2,8.6,0,78,6,0
479,1,28.68,1,294,47,0
480,27,19.57,3,37,49,0
481,29,10.5,3,259,28,0
482,20,28.5,1,383,11,0
483,28,2.0,2,287,20,0
484,23,26.78,1,51,25,1
485,29,27.18,0,287,46,0
486,13,16.8,1,328,37,0
487,25,23.83,3,275,5,0
488,3,22.91,3,166,9,0
489,26,15.39,2,234,16,0
490,23,25.3,3,100,42,0
491,17,7.5,1,73,38,0
492,5,11.04,0,213,38,1
493,13,5.7,0,304,4,0
494,15,27.04,3,75,34,0
495,30,12.48,1,350,42,0
496,21,3.38,3,305,46,0
497,22,15.59,1,165,3,0
498,10,19.85,0,81,6,0
499,24,12.64,2,318,5,0
500,22,7.71,2,320,31,0
501,15,3.88,2,196,2,1
502,15,21.57,1,103,39,0
503,18,28.49,0,57,47,1
504,25,29.9,1,208,19,0
505,12,28.18,3,6,34,0
506,21,18.49,3,118,38,0
507,7,2.64,1,398,1,0
508,17,10.36,3,36,23,0
509,14,9.09,0,64,3,0
510,25,25.8,2,243,14,0
511,16,12.32,1,354,41,0
512,15,24.96,2,338,34,0
513,15,20.64,2,262,48,0
514,9,20.51,0,395,16,0
515,21,7.08,3,326,41,1
516,25,12.08,3,395,2,0
517,19,27.91,2,306,5,0
518,14,12.62,2,93,38,1
519,28,26.13,2,168,16,0
520,24,26.64,3,38,41,0
521,25,18.66,3,184,8,0
522,5,10.83,3,269,45,0
523,8,28.65,3,240,25,1
524,2,16.16,1,181,42,0
525,23,29.92,1,22,16,1
526,25,24.81,3,383,33,0
527,22,22.7,2,81,14,0
528,8,12.92,3,100,6,0
529,11,2.04,1,143,18,0
530,21,24.69,0,55,46,0
531,26,6.94,3,199,9,0
532,12,25.8,3,25,46,0
533,5,12.0,1,249,1,0
534,1,5.85,0,123,16,0
535,5,7.35,2,209,22,0
536,8,13.45,1,216,37,0
537,19,28.16,2,157,28,0
538,4,7.24,1,14,11,0
539,1,23.29,2,231,13,1
540,23,15.02,2,205,45,0
541,15,7.47,0,183,15,0
542,29,20.98,2,221,16,0
543,6,20.03,1,159,40,0
544,4,25.11,3,101,35,0
545,12,23.2,0,236,13,0
546,13,3.67,3,161,17,0
547,14,9.78,2,140,50,0
548,15,20.34,0,186,34,0
549,21,10.92,0,231,24,0
550,7,29.27,1,266,3,0
551,26,29.94,2,221,21,1
552,8,7.51,3,182,31,0
553,6,14.46,2,97,1,0
554,1,17.84,3,6,3,0
555,11,9.84,0,135,43,0
556,26,20.84,0,35,2,0
557,1,11.75,0,315,24,0
558,30,5.58,2,117,49,0
559,14,6.79,0,87,39,0
560,15,26.32,1,267,22,0
561,30,16.65,3,232,33,0
562,29,5.66,1,328,29,0
563,19,25.9,1,375,12,0
564,6,19.64,0,360,10,0
565,8,29.16,3,195,3,0
566,23,9.03,2,328,47,0
567,7,26.22,2,351,4,0
568,13,20.18,1,379,43,0
569,19,19.32,3,236,6,0
570,28,4.85,3,197,7,1
571,12,18.98,3,152,18,0
572,7,5.31,3,26,37,0
573,26,9.97,0,71,5,0
574,28,19.02,0,205,48,0
575,20,11.65,2,235,27,0
576,18,18.55,0,164,45,1
577,11,23.53,3,302,9,1
578,22,3.99,3,69,18,0
579,15,5.03,0,73,46,0
580,7,3.54,3,383,14,1
581,19,6.94,1,389,11,0
582,25,24.43,0,267,30,0
583,11,27.73,0,250,18,1
584,10,16.37,1,303,28,0
585,23,28.28,0,120,49,0
586,30,29.46,2,62,27,0
587,9,14.49,2,62,29,0
588,10,22.12,1,341,49,0
589,14,21.52,0,246,29,0
590,8,16.03,3,269,35,0
591,16,14.89,1,376,37,0
592,18,9.43,3,307,13,0
593,28,3.03,2,52,30,0
594,29,5.91,2,296,43,0
595,10,10.02,3,184,48,0
596,3,17.7,2,225,4,0
597,11,3.7,2,191,6,0
598,7,26.64,2,290,44,1
599,8,10.12,3,109,15,0
600,11,29.28,1,155,43,0
601,26,10.55,0,75,28,0
602,7,17.63,1,187,5,0
603,23,28.02,1,318,36,0
604,30,8.5,0,168,35,0
605,26,5.04,2,243,28,0
606,23,10.93,3,16,15,0
607,25,12.46,3,103,5,0
608,5,5.64,0,175,9,0
609,25,7.65,0,191,8,0
610,17,14.39,2,261,41,0
611,3,4.39,0,61,27,1
612,30,27.63,0,53,18,0
613,16,14.08,0,198,43,0
614,22,23.17,2,272,2,0
615,7,10.23,1,301,46,1
616,7,22.28,2,51,12,0
617,17,13.8,0,394,12,1
618,15,6.07,3,367,7,0
619,27,10.49,0,331,28,1
620,9,15.12,2,112,2,1
621,13,6.52,3,350,15,1
622,13,9.62,0,232,44,0
623,17,23.97,2,227,40,0
624,17,15.53,0,195,43,0
625,12,7.51,1,249,34,0
626,25,13.52,2,28,22,0
627,30,21.44,3,248,37,0
628,10,17.31,3,8,33,0
629,5,18.43,0,72,28,0
630,11,24.04,0,389,13,0
631,11,9.83,1,80,48,0
632,21,21.26,0,288,34,0
633,12,20.84,1,23,21,0
634,29,12.71,1,43,28,0
635,28,20.78,1,305,49,0
636,14,9.96,0,361,28,1
637,16,26.66,3,348,32,0
638,23,25.88,0,60,3,1
639,1,8.72,1,10,25,0
640,24,21.09,3,141,42,0
641,18,11.59,2,37,13,0
642,1,21.21,3,99,16,0
643,5,25.45,0,224,22,0
644,4,23.13,0,167,30,1
645,29,27.37,3,387,22,0
646,1,23.52,3,184,40,0
647,16,21.34,2,73,7,0
648,17,10.33,1,304,11,0
649,13,20.9,0,299,14,0
650,2,15.66,3,175,43,0
651,23,12.02,1,219,6,0
652,20,29.18,0,349,2,0
653,8,12.61,2,102,3,0
654,4,7.77,3,258,43,0
655,13,24.91,1,113,7,1
656,1,14.94,0,242,38,0
657,5,20.85,1,32,7,1
658,27,6.31,1,215,38,1
659,10,14.93,2,27,47,0
660,18,6.58,2,380,27,0
661,8,2.57,2,304,37,0
662,27,28.14,2,35,16,0
663,20,3.76,1,73,42,0
664,9,28.3,3,124,37,0
665,3,29.03,2,380,41,0
666,9,26.69,3,370,2,1
667,1,20.63,1,279,27,0
668,17,3.92,1,354,32,0
669,9,11.83,1,122,40,0
670,2,7.06,3,268,36,0
671,18,25.56,2,388,37,0
672,29,18.14,0,182,18,1
673,15,14.48,2,37,24,0
674,12,29.1,2,323,23,0
675,15,10.81,3,345,19,0
676,2,20.77,0,221,48,0
677,28,3.94,0,51,50,0
678,2,28.01,3,366,40,0
679,30,22.72,2,337,35,0
680,7,3.26,1,215,49,0
681,7,7.98,2,161,38,0
682,28,11.5,2,140,4,0
683,24,5.54,0,53,10,0
684,27,19.17,2,190,26,0
685,13,27.18,0,160,8,1
686,17,27.14,0,99,38,0
687,17,10.11,3,351,35,0
688,18,2.77,1,5,4,0
689,4,14.01,2,391,30,0
690,8,2.56,1,98,14,1
691,11,16.7,0,172,49,0
692,11,9.68,3,249,31,0
693,28,7.61,1,294,36,0
694,10,23.0,3,119,15,0
695,17,9.81,1,123,32,0
696,5,5.95,3,195,20,1
697,24,15.05,1,68,17,0
698,7,16.88,3,66,30,0
699,13,23.59,0,129,28,1
700,21,11.6,1,128,31,0
701,21,2.47,3,335,39,0
702,27,6.16,0,294,32,0
703,23,24.71,1,112,3,0
704,4,11.29,1,242,20,0
705,18,4.81,1,294,10,0
706,11,21.03,0,83,3,0
707,2,3.82,2,91,22,0
708,26,2.31,1,19,21,0
709,3,20.24,2,125,3,0
710,28,25.96,1,251,1,0
711,26,25.62,1,79,15,0
712,30,15.92,0,73,23,0
713,5,16.54,1,340,31,0
714,12,19.69,3,228,1,0
715,24,9.09,1,309,5,0
716,5,5.66,0,259,40,0
717,18,11.91,1,152,44,0
718,13,11.61,2,91,44,0
719,7,7.3,3,195,13,0
720,15,6.76,0,337,3,0
721,5,22.91,0,23,6,0
722,14,28.47,1,122,50,0
723,14,19.59,0,304,42,0
724,6,13.53,3,44,7,0
725,23,8.79,3,117,46,0
726,1,13.13,2,93,32,1
727,29,28.61,3,199,32,0
728,24,7.91,1,290,38,0
729,9,6.84,2,77,42,0
730,29,18.05,1,358,39,0
731,12,14.21,0,23,9,1
732,19,29.23,0,142,27,0
733,14,13.07,0,27,2,0
734,25,10.41,0,71,47,0
735,12,13.38,2,53,15,1
736,28,5.03,1,387,34,0
737,2,29.41,2,37,2,0
738,22,7.76,2,185,50,0
739,15,8.79,3,154,42,0
740,13,6.37,3,235,8,0
741,19,21.99,2,264,31,0
742,3,27.28,2,17,21,0
743,4,9.14,2,59,3,0
744,8,24.0,2,290,46,1
745,3,22.16,3,79,41,0
746,27,17.83,0,320,40,0
747,27,12.79,2,257,5,1
748,10,15.5,0,98,19,0
749,12,9.26,1,294,44,1
750,5,11.81,1,341,28,0
751,4,3.88,2,111,24,0
752,22,22.5,2,46,42,0
753,23,5.87,1,7,7,1
754,25,28.68,2,299,21,0
755,23,17.8,3,89,10,0
756,24,11.38,0,96,30,0
757,7,27.99,2,54,23,0
758,14,2.7,2,235,36,0
759,1,15.57,3,111,3,0
760,27,2.87,0,140,27,0
761,12,9.01,1,276,22,0
762,2,12.83,2,22,31,0
763,9,16.08,2,347,22,1
764,22,20.75,0,67,12,0
765,15,7.49,0,320,24,0
766,12,8.64,2,199,22,1
767,7,12.89,3,171,19,0
768,6,16.87,0,235,16,1
769,24,2.99,1,370,30,0
770,9,26.77,2,133,12,0
771,27,6.44,1,64,27,0
772,20,5.74,1,255,40,0
773,29,23.93,0,113,14,0
774,7,14.59,3,12,23,0
775,11,12.95,0,37,26,0
776,7,6.68,2,54,31,1
777,23,5.33,0,300,34,0
778,10,9.35,3,261,49,0
779,29,11.58,1,212,31,0
780,28,19.57,2,223,42,0
781,13,21.43,3,234,20,0
782,22,28.29,3,214,29,0
783,15,21.44,1,265,33,0
784,10,7.05,1,165,44,0
785,11,16.0,0,8,1,0
786,29,7.51,1,58,36,0
787,3,24.94,3,240,20,0
788,17,27.8,3,62,8,0
789,13,11.59,1,86,46,0
790,20,4.95,0,177,46,0
791,19,17.55,3,327,23,0
792,21,7.86,0,198,45,1
793,12,11.39,1,243,31,0
794,24,10.43,3,159,16,0
795,13,26.51,3,185,34,0
796,21,10.73,2,303,22,0
797,27,20.66,3,167,9,0
798,25,28.34,0,112,32,0
799,23,8.55,1,158,9,1
800,1,16.11,3,329,4,0
801,23,8.69,1,211,9,0
802,13,26.91,1,232,14,1
803,3,9.7,3,28,35,1
804,27,11.87,0,151,31,0
805,19,6.21,1,138,20,0
806,4,11.32,2,393,27,0
807,7,26.85,0,123,16,0
808,29,26.31,0,37,31,0
809,26,14.09,0,20,14,0
810,18,27.45,3,105,24,0
811,5,13.03,2,59,2,1
812,27,26.25,3,308,1,0
813,4,18.09,2,159,33,0
814,30,12.41,2,257,38,0
815,4,20.81,2,237,23,0
816,2,20.06,1,375,32,1
817,11,7.23,2,55,7,0
818,25,5.66,0,249,6,0
819,22,11.37,0,67,20,0
820,3,6.19,0,76,37,0
821,8,25.39,3,257,18,0
822,14,20.64,0,296,43,0
823,6,19.99,3,60,38,0
824,7,24.92,2,230,13,0
825,6,11.26,1,330,6,0
826,9,23.31,0,227,1,0
827,15,2.58,3,273,18,0
828,28,9.62,1,138,4,0
829,1,18.01,3,296,34,0
830,24,3.81,1,123,22,0
831,25,21.34,3,196,35,0
832,14,13.87,1,224,1,0
833,16,25.56,2,378,50,1
834,7,7.13,0,133,18,0
835,28,10.49,2,213,16,0
836,13,25.97,1,383,41,0
837,7,15.94,3,340,16,0
838,4,28.36,3,164,6,0
839,12,11.22,1,283,41,0
840,9,6.37,1,46,15,0
841,9,21.46,3,314,28,0
842,20,11.71,2,112,7,0
843,17,23.68,3,170,34,0
844,21,25.12,3,264,47,0
845,22,26.03,0,397,19,0
846,17,17.36,3,92,9,0
847,25,24.46,0,126,49,0
848,29,18.84,1,12,47,0
849,19,12.22,1,196,15,1
850,13,26.05,3,278,3,0
851,28,28.19,1,267,49,0
852,1,28.01,0,297,1,0
853,1,9.9,1,115,48,0
854,7,11.21,0,349,49,0
855,20,15.96,1,178,21,1
856,7,9.1,1,333,1,0
857,18,19.84,1,9,17,0
858,3,2.15,0,197,48,0
859,14,12.13,2,104,45,1
860,3,25.44,0,96,48,0
861,12,10.83,2,162,40,0
862,17,19.39,0,277,29,0
863,30,19.97,3,328,26,0
864,13,22.5,2,199,44,0
865,9,20.64,2,245,9,0
866,20,16.72,1,32,19,0
867,24,19.58,1,82,35,0
868,11,28.82,2,56,34,0
869,4,22.05,1,14,3,0
